Automation Status,Manual Status,Product,Customer,Ordered Date,Line ID,Shipping Location
,Manual,Others,Pix-Vue,2023-03-17,473911392765,Asia
Automated,Automated,Lighting,Fumahol,2022-05-20,724137836338,Europe
Automated,Automated,Lighting,Pix-Vue,2022-08-15,116820590686,South America
Automated,Automated,Power,Buy Yogurt,2022-08-23,706458798427,Europe
Automated,Automated,Others,Zazzle.com,2023-03-18,873305451901,North America
Automated,Automated,Power,Large Industries,2022-09-23,535740485020,Asia
Automated,Automated,Others,St. Vintage Hospital,2022-07-28,361741493687,Europe
,Partial,Others,St. Vintage Hospital,2022-04-13,403570396872,South America
Automated,Automated,Others,Fumahol,2022-06-20,375752907365,North America
Automated,Automated,Power,Pix-Vue,2022-09-14,460665337126,South America
Automated,Automated,Lighting,Zazzle.com,2022-04-12,638824082874,North America
Automated,Automated,Others,Buy Yogurt,2022-07-28,819033272461,Asia
Automated,Automated,Others,Buy Yogurt,2023-03-04,491677439845,North America
Automated,Automated,Lighting,AL'S,2022-04-19,368963992625,North America
Automated,Automated,Others,Large Industries,2022-09-02,764072394907,South America
,Manual,Others,Large Industries,2023-01-02,615711999929,North America
Automated,Automated,Chargers,Fumahol,2022-05-17,250394880499,Europe
Automated,Automated,Others,Pix-Vue,2022-08-05,359644483571,Europe
Automated,Automated,Chargers,Pix-Vue,2023-03-01,833418263448,Asia
Automated,Automated,Lighting,AL'S,2023-03-06,648428213345,North America
Automated,Automated,Power,Axiom,2022-11-13,933564810541,North America
Automated,Automated,Lighting,Zazzle.com,2022-04-15,483809487669,Europe
Automated,Automated,Others,Large Industries,2022-05-26,630866439433,North America
Automated,Automated,Chargers,Buy Yogurt,2022-11-20,280958922224,Asia
Automated,Automated,Power,St. Vintage Hospital,2023-02-25,190555205388,South America
Automated,Automated,Chargers,Axiom,2022-10-25,482074185176,Europe
Automated,Automated,Power,Buy Yogurt,2022-12-18,817688898063,Europe
Automated,Automated,Others,Buy Yogurt,2023-03-09,315704157839,South America
Automated,Automated,Chargers,Axiom,2023-03-24,150452531219,Europe
Automated,Automated,Lighting,Axiom,2022-10-01,109726721038,Europe
Automated,Automated,Lighting,Fumahol,2022-04-01,452926375946,Europe
Automated,Automated,Power,Buy Yogurt,2023-01-31,907588320348,North America
Automated,Automated,Lighting,Buy Yogurt,2022-09-03,906113052445,North America
Automated,Automated,Others,Pix-Vue,2022-05-04,231204692742,North America
Automated,Automated,Others,AL'S,2022-06-20,583801402509,North America
Automated,Automated,Power,Fumahol,2023-01-26,636474188813,South America
Automated,Automated,Chargers,St. Vintage Hospital,2022-09-12,315669277335,South America
Automated,Automated,Power,Zazzle.com,2022-11-11,438003250123,South America
Automated,Automated,Chargers,Axiom,2023-03-16,405459548566,North America
Automated,Automated,Lighting,Pix-Vue,2022-12-09,202936436737,South America
Automated,Automated,Power,Zazzle.com,2022-11-21,318498557962,North America
Automated,Automated,Power,Pix-Vue,2023-01-25,113714789954,North America
Automated,Automated,Lighting,Zazzle.com,2022-07-16,494120678882,North America
Automated,Automated,Power,St. Vintage Hospital,2022-07-18,920981147245,Asia
Automated,Automated,Lighting,AL'S,2023-02-07,945971900076,North America
Automated,Automated,Chargers,Fumahol,2022-09-26,627036291457,Europe
Automated,Automated,Chargers,Large Industries,2023-03-16,334906400691,Europe
Automated,Automated,Chargers,Pix-Vue,2023-03-28,158699654875,Asia
Automated,Automated,Chargers,Pix-Vue,2023-03-16,821431032465,North America
Automated,Automated,Chargers,Axiom,2023-02-14,830601084326,North America
Automated,Automated,Power,St. Vintage Hospital,2023-03-22,166783943000,Asia
Automated,Automated,Chargers,AL'S,2022-06-15,548694290889,Europe
Automated,Automated,Chargers,Buy Yogurt,2022-09-19,926083288398,North America
Automated,Automated,Others,AL'S,2023-02-21,183684703577,North America
,Manual,Power,Pix-Vue,2022-04-28,313713397108,North America
Automated,Automated,Chargers,AL'S,2023-01-13,451044148730,Europe
Automated,Automated,Lighting,Buy Yogurt,2023-01-08,287500239230,Europe
Automated,Automated,Lighting,St. Vintage Hospital,2022-08-11,582321046728,North America
Automated,Automated,Chargers,AL'S,2022-09-18,915028831961,South America
Automated,Automated,Others,St. Vintage Hospital,2022-11-22,605878516266,North America
Automated,Automated,Chargers,Buy Yogurt,2022-07-12,661402221541,North America
Automated,Automated,Others,Zazzle.com,2022-08-10,580660363800,Asia
Automated,Automated,Power,Axiom,2022-08-20,193211904199,North America
Automated,Automated,Others,Pix-Vue,2022-04-21,835249117523,North America
Automated,Automated,Others,Pix-Vue,2022-07-13,515821401633,South America
,Partial,Power,AL'S,2022-04-07,989218673101,Europe
Automated,Automated,Chargers,Large Industries,2022-05-06,274088179049,Europe
Automated,Automated,Others,Pix-Vue,2022-08-14,672437396140,South America
Automated,Automated,Lighting,Large Industries,2022-05-26,991245844183,Asia
Automated,Automated,Others,Zazzle.com,2022-10-16,585055101133,South America
Automated,Automated,Lighting,Axiom,2023-03-11,499549813801,South America
Automated,Automated,Lighting,Axiom,2022-05-02,880982710474,South America
Automated,Automated,Lighting,Large Industries,2022-04-02,331901044622,South America
Automated,Automated,Lighting,Zazzle.com,2022-05-16,277155509235,Asia
Automated,Automated,Others,Buy Yogurt,2022-08-31,295623358012,Europe
Automated,Automated,Power,Pix-Vue,2022-12-12,861508967937,Asia
Automated,Automated,Power,St. Vintage Hospital,2022-09-10,568034937588,Europe
Automated,Automated,Others,Buy Yogurt,2022-12-16,541875105430,Europe
,Manual,Chargers,Fumahol,2022-08-31,299551195285,Europe
Automated,Automated,Chargers,Pix-Vue,2022-07-20,242874577900,Asia
Automated,Automated,Others,AL'S,2023-02-03,524068086749,South America
Automated,Automated,Power,Fumahol,2022-09-16,993918841183,South America
Automated,Automated,Others,Zazzle.com,2022-04-30,854141878112,South America
Automated,Automated,Others,Buy Yogurt,2022-05-18,450189023844,South America
Automated,Automated,Lighting,Zazzle.com,2022-08-21,311777796349,North America
Automated,Automated,Others,St. Vintage Hospital,2022-11-27,382292671152,North America
Automated,Automated,Others,Axiom,2022-05-01,398708408987,Asia
,Partial,Chargers,Fumahol,2022-10-27,799038594964,Asia
Automated,Automated,Lighting,Fumahol,2022-04-01,721578140995,Europe
Automated,Automated,Lighting,Zazzle.com,2022-07-15,964151277207,Asia
Automated,Automated,Power,AL'S,2022-09-21,363018298676,South America
Automated,Automated,Lighting,Fumahol,2023-02-14,706404512079,Europe
Automated,Automated,Power,Pix-Vue,2022-04-02,785361650021,Asia
Automated,Automated,Chargers,Zazzle.com,2022-12-28,784367758180,Asia
Automated,Automated,Others,St. Vintage Hospital,2022-09-05,964188934048,North America
Automated,Automated,Power,Pix-Vue,2022-09-28,738889400797,North America
Automated,Automated,Chargers,Fumahol,2022-12-16,384407533725,South America
Automated,Automated,Chargers,Large Industries,2022-05-18,430262006211,Asia
Automated,Automated,Lighting,Pix-Vue,2022-06-21,320266629891,South America
Automated,Automated,Lighting,AL'S,2022-10-01,963491018629,South America
Automated,Automated,Power,Zazzle.com,2023-01-22,529650680175,Europe
Automated,Automated,Lighting,Axiom,2022-11-11,638330702599,South America
Automated,Automated,Others,Fumahol,2022-08-22,742667635045,South America
Automated,Automated,Power,Zazzle.com,2022-11-05,972057113945,North America
Automated,Automated,Chargers,Zazzle.com,2022-07-11,985007512843,South America
Automated,Automated,Lighting,St. Vintage Hospital,2022-12-26,243138083503,South America
Automated,Automated,Others,AL'S,2022-07-29,297134937115,North America
Automated,Automated,Power,St. Vintage Hospital,2022-07-11,868503363280,North America
Automated,Automated,Others,Buy Yogurt,2022-05-28,722200124847,Europe
Automated,Automated,Lighting,Buy Yogurt,2022-11-18,932842221696,Asia
Automated,Automated,Power,Buy Yogurt,2023-03-18,559290741433,South America
Automated,Automated,Chargers,Zazzle.com,2022-08-09,653823060251,Asia
Automated,Automated,Chargers,Buy Yogurt,2022-07-11,645861332207,South America
Automated,Automated,Chargers,Fumahol,2022-09-16,414352768157,South America
Automated,Automated,Others,AL'S,2023-02-20,807964061681,Europe
Automated,Automated,Chargers,Buy Yogurt,2023-02-24,305486897597,North America
Automated,Automated,Others,Fumahol,2022-09-15,262924120793,Asia
Automated,Automated,Others,Axiom,2022-05-25,633150682144,North America
Automated,Automated,Power,Large Industries,2022-08-24,796239730793,Europe
Automated,Automated,Lighting,AL'S,2023-01-20,746105117233,Europe
Automated,Automated,Chargers,St. Vintage Hospital,2022-12-06,244795476737,Europe
Automated,Automated,Chargers,St. Vintage Hospital,2022-07-18,848105365624,Europe
Automated,Automated,Others,Buy Yogurt,2022-06-11,753002714101,South America
Automated,Automated,Power,St. Vintage Hospital,2022-12-15,314341713123,South America
Automated,Automated,Lighting,Pix-Vue,2022-07-23,583370723646,South America
Automated,Automated,Chargers,Buy Yogurt,2022-07-12,845374901879,North America
Automated,Automated,Lighting,AL'S,2022-04-22,547321729694,North America
Automated,Automated,Power,Zazzle.com,2023-03-20,716306085297,Europe
Automated,Automated,Others,Buy Yogurt,2022-11-28,407374974542,Asia
Automated,Automated,Lighting,Fumahol,2022-05-22,175151708710,Europe
Automated,Automated,Chargers,St. Vintage Hospital,2022-10-19,231741341675,South America
Automated,Automated,Lighting,Zazzle.com,2022-04-10,584321737189,South America
Automated,Automated,Chargers,Fumahol,2022-07-28,864159262535,North America
Automated,Automated,Others,Buy Yogurt,2022-10-04,646016259406,Europe
Automated,Automated,Lighting,Pix-Vue,2022-06-17,795632084391,North America
Automated,Automated,Others,AL'S,2022-11-22,139113430859,North America
Automated,Automated,Lighting,AL'S,2023-02-14,266196505447,North America
Automated,Automated,Lighting,Pix-Vue,2022-12-10,813592072363,Europe
Automated,Automated,Chargers,St. Vintage Hospital,2022-07-21,540938761880,Asia
Automated,Automated,Lighting,Buy Yogurt,2023-01-27,141636142210,North America
Automated,Automated,Chargers,Fumahol,2022-11-21,544223227237,North America
Automated,Automated,Chargers,Pix-Vue,2022-08-01,518639670406,North America
Automated,Automated,Power,Large Industries,2022-08-27,409012673518,Asia
Automated,Automated,Others,Buy Yogurt,2022-04-30,282038827157,Europe
Automated,Automated,Power,Large Industries,2023-02-10,813119997928,South America
Automated,Automated,Chargers,Large Industries,2022-12-05,676490177484,Asia
,Manual,Others,Axiom,2022-11-13,459265738511,Europe
Automated,Automated,Power,Pix-Vue,2022-04-30,945231688915,North America
Automated,Automated,Chargers,Buy Yogurt,2022-11-25,623689463434,South America
Automated,Automated,Power,St. Vintage Hospital,2022-06-27,239343289869,South America
Automated,Automated,Lighting,Pix-Vue,2022-06-20,424981367450,North America
Automated,Automated,Chargers,St. Vintage Hospital,2022-12-11,181669234823,Europe
Automated,Automated,Chargers,Large Industries,2022-12-07,570464406579,North America
Automated,Automated,Lighting,Large Industries,2022-11-20,644280302363,North America
Automated,Automated,Chargers,Zazzle.com,2022-11-05,872063778160,Europe
Automated,Automated,Others,Zazzle.com,2022-07-30,409546649555,Asia
Automated,Automated,Others,AL'S,2022-06-23,772840433919,South America
Automated,Automated,Chargers,Axiom,2022-04-17,291012373950,Europe
Automated,Automated,Power,Large Industries,2022-09-14,574421334708,South America
Automated,Automated,Power,St. Vintage Hospital,2022-04-13,637591029386,Europe
Automated,Automated,Lighting,St. Vintage Hospital,2022-10-01,364599620454,Europe
,Partial,Power,Large Industries,2022-06-09,637751490494,Europe
Automated,Automated,Lighting,AL'S,2022-06-02,579881099423,Asia
Automated,Automated,Power,Axiom,2022-11-30,320471847872,South America
Automated,Automated,Others,AL'S,2022-11-15,903791635999,Asia
Automated,Automated,Chargers,AL'S,2022-05-12,685429001668,Europe
Automated,Automated,Chargers,Pix-Vue,2022-10-11,822955322013,North America
Automated,Automated,Power,Pix-Vue,2023-01-03,690183761967,South America
Automated,Automated,Others,Fumahol,2023-03-24,496318962211,Asia
Automated,Automated,Chargers,AL'S,2023-02-04,456117337493,Europe
,Manual,Power,AL'S,2022-08-30,529703632306,Asia
Automated,Automated,Lighting,AL'S,2022-12-19,571069373646,Europe
,Manual,Power,St. Vintage Hospital,2022-05-05,904675669665,Europe
Automated,Automated,Power,Pix-Vue,2022-07-06,463404484590,Asia
Automated,Automated,Lighting,Fumahol,2022-07-06,360447765089,South America
Automated,Automated,Others,St. Vintage Hospital,2022-09-07,764377642088,North America
Automated,Automated,Chargers,Pix-Vue,2022-08-30,677754816399,North America
Automated,Automated,Chargers,St. Vintage Hospital,2022-10-26,573913722627,Asia
Automated,Automated,Power,Fumahol,2023-01-27,251510263764,South America
Automated,Automated,Chargers,Zazzle.com,2023-01-03,485805243681,North America
Automated,Automated,Lighting,St. Vintage Hospital,2022-09-07,601350271329,Asia
Automated,Automated,Chargers,Fumahol,2022-07-07,572305037005,Europe
Automated,Automated,Chargers,Axiom,2023-03-29,909874440122,Asia
Automated,Automated,Power,Buy Yogurt,2022-12-21,838584594615,North America
Automated,Automated,Others,Large Industries,2022-12-21,587550281009,Asia
Automated,Automated,Lighting,Buy Yogurt,2023-03-18,525685441938,Europe
Automated,Automated,Chargers,Buy Yogurt,2022-07-11,355415600703,South America
Automated,Automated,Others,Axiom,2022-06-17,899011202691,Europe
Automated,Automated,Chargers,Large Industries,2022-04-30,618264152458,Europe
Automated,Automated,Chargers,Buy Yogurt,2022-08-11,326253272616,Europe
Automated,Automated,Chargers,Pix-Vue,2023-02-22,548460474311,South America
Automated,Automated,Power,Large Industries,2023-01-14,562780114506,South America
Automated,Automated,Power,Axiom,2022-12-31,962669371626,North America
Automated,Automated,Lighting,Buy Yogurt,2022-04-18,851602990319,North America
Automated,Automated,Power,AL'S,2022-09-07,898403708021,Europe
Automated,Automated,Chargers,St. Vintage Hospital,2022-10-02,972256281160,Europe
Automated,Automated,Others,Buy Yogurt,2022-04-05,803324587017,Europe
Automated,Automated,Power,Large Industries,2023-01-30,552992491812,Europe
Automated,Automated,Power,Buy Yogurt,2022-10-21,366293899097,North America
Automated,Automated,Chargers,Axiom,2022-11-22,850913005013,Europe
,Manual,Chargers,Buy Yogurt,2022-10-14,920814994913,North America
Automated,Automated,Others,St. Vintage Hospital,2023-02-25,610122005104,Europe
Automated,Automated,Others,Pix-Vue,2022-06-19,208620235787,South America
Automated,Automated,Chargers,Buy Yogurt,2022-05-26,649472922664,South America
Automated,Automated,Power,AL'S,2022-06-04,932718487114,Europe
Automated,Automated,Lighting,Large Industries,2022-10-23,258602799939,South America
Automated,Automated,Power,AL'S,2023-02-10,904344944762,Asia
Automated,Automated,Lighting,AL'S,2022-04-09,905037316887,Asia
Automated,Automated,Power,St. Vintage Hospital,2022-09-22,205944181336,South America
Automated,Automated,Power,St. Vintage Hospital,2022-09-19,429530572174,Asia
Automated,Automated,Others,Zazzle.com,2022-04-05,238490538006,Europe
Automated,Automated,Chargers,Zazzle.com,2023-03-06,312647777941,South America
Automated,Automated,Others,Axiom,2023-01-05,768046357584,Asia
Automated,Automated,Chargers,Fumahol,2022-04-04,633111591076,Europe
Automated,Automated,Chargers,Fumahol,2022-08-05,401604089113,South America
Automated,Automated,Power,Zazzle.com,2022-11-29,915522387824,North America
Automated,Automated,Lighting,St. Vintage Hospital,2022-09-20,289732750205,North America
Automated,Automated,Chargers,Fumahol,2022-08-19,188196466731,South America
Automated,Automated,Lighting,Axiom,2022-04-22,109931265995,South America
Automated,Automated,Power,AL'S,2022-06-04,367938493354,Asia
Automated,Automated,Power,Large Industries,2022-09-18,839282046421,Europe
Automated,Automated,Lighting,Fumahol,2022-09-30,849267390235,North America
Automated,Automated,Power,Buy Yogurt,2022-04-18,848555972428,Asia
Automated,Automated,Power,Zazzle.com,2022-04-10,615512870314,North America
Automated,Automated,Others,St. Vintage Hospital,2022-11-01,192068041384,Europe
Automated,Automated,Power,Large Industries,2023-02-02,616088552115,North America
Automated,Automated,Power,AL'S,2022-04-29,540423447448,North America
,Manual,Chargers,Zazzle.com,2022-05-29,460891765964,North America
Automated,Automated,Others,Large Industries,2022-08-11,697713070495,Europe
Automated,Automated,Chargers,Axiom,2022-12-13,537317207466,Asia
,Manual,Others,Large Industries,2022-06-02,339679738843,Europe
Automated,Automated,Power,Axiom,2022-10-03,867964285267,South America
Automated,Automated,Power,St. Vintage Hospital,2022-11-03,402081004273,South America
Automated,Automated,Power,AL'S,2022-04-28,408744602196,North America
Automated,Automated,Power,Axiom,2022-07-24,257960848399,Asia
Automated,Automated,Others,Pix-Vue,2022-05-23,994318737476,Europe
Automated,Automated,Lighting,AL'S,2022-12-05,710673147729,Asia
Automated,Automated,Others,Fumahol,2022-04-10,806339345746,Europe
Automated,Automated,Chargers,Zazzle.com,2022-10-02,799065581917,North America
,Partial,Lighting,Pix-Vue,2022-11-04,177273561733,Asia
Automated,Automated,Lighting,Buy Yogurt,2023-02-10,904309041336,Asia
Automated,Automated,Others,St. Vintage Hospital,2022-12-27,211909815706,North America
Automated,Automated,Others,AL'S,2023-02-02,371999630494,Europe
Automated,Automated,Chargers,Axiom,2022-09-19,179193561824,Asia
Automated,Automated,Others,Fumahol,2022-06-16,380173353032,Europe
Automated,Automated,Chargers,Zazzle.com,2022-10-14,281849317451,South America
Automated,Automated,Chargers,Large Industries,2022-06-16,877224717232,Europe
Automated,Automated,Power,St. Vintage Hospital,2022-05-14,145473016348,Asia
Automated,Automated,Lighting,Axiom,2022-07-21,515479842671,Asia
Automated,Automated,Others,Pix-Vue,2022-07-18,693062429144,Europe
Automated,Automated,Power,Large Industries,2023-03-22,816873246250,North America
Automated,Automated,Power,Axiom,2023-01-24,143195710503,South America
Automated,Automated,Power,AL'S,2023-02-19,972616915907,North America
Automated,Automated,Power,Pix-Vue,2022-12-18,632449766432,Europe
Automated,Automated,Lighting,Pix-Vue,2022-06-18,124794049885,Europe
Automated,Automated,Power,Fumahol,2022-04-24,173008095998,South America
Automated,Automated,Chargers,Axiom,2022-07-20,645888615471,Europe
Automated,Automated,Chargers,Zazzle.com,2022-07-09,633689539125,Europe
Automated,Automated,Lighting,Axiom,2022-08-09,222947965868,North America
Automated,Automated,Chargers,Axiom,2022-07-29,449331967460,North America
Automated,Automated,Chargers,Axiom,2022-05-27,955189034446,North America
Automated,Automated,Lighting,Pix-Vue,2022-08-04,148736993563,Europe
Automated,Automated,Lighting,Fumahol,2022-12-20,411491982046,Asia
Automated,Automated,Others,St. Vintage Hospital,2022-04-28,652505977282,North America
Automated,Automated,Chargers,Large Industries,2022-08-24,859035431319,North America
Automated,Automated,Chargers,Pix-Vue,2022-06-26,973151311065,Asia
Automated,Automated,Lighting,Large Industries,2022-05-05,778306271839,Europe
Automated,Automated,Chargers,St. Vintage Hospital,2022-09-21,501096467828,Asia
Automated,Automated,Lighting,Zazzle.com,2022-09-05,265951239084,Europe
Automated,Automated,Others,Zazzle.com,2022-12-29,208276989370,Asia
Automated,Automated,Power,AL'S,2022-08-19,902710262316,South America
Automated,Automated,Chargers,Pix-Vue,2022-09-01,997406989111,South America
Automated,Automated,Chargers,Large Industries,2022-07-13,258171998846,Asia
Automated,Automated,Lighting,Buy Yogurt,2022-09-15,309664492233,Europe
Automated,Automated,Power,Large Industries,2022-10-19,796704151595,Asia
Automated,Automated,Chargers,St. Vintage Hospital,2022-11-02,817480906803,South America
Automated,Automated,Chargers,St. Vintage Hospital,2022-07-15,664116724091,Asia
Automated,Automated,Power,St. Vintage Hospital,2022-08-30,215314705451,South America
Automated,Automated,Others,Zazzle.com,2023-03-28,264220351873,Asia
Automated,Automated,Others,Fumahol,2022-07-19,489217684647,South America
Automated,Automated,Chargers,Buy Yogurt,2022-09-29,529318122961,South America
Automated,Automated,Lighting,Large Industries,2023-02-01,437216822971,Europe
Automated,Automated,Chargers,Pix-Vue,2023-01-21,517866362273,North America
Automated,Automated,Others,Axiom,2022-11-17,217215224678,South America
Automated,Automated,Power,AL'S,2022-11-09,706991890024,South America
Automated,Automated,Power,Axiom,2023-01-10,979875704558,North America
Automated,Automated,Others,Axiom,2022-04-13,447523770629,North America
Automated,Automated,Power,Zazzle.com,2022-12-27,459294651083,North America
Automated,Automated,Chargers,Large Industries,2023-02-02,872817571046,Europe
Automated,Automated,Others,Fumahol,2023-02-05,449291730425,South America
Automated,Automated,Power,Large Industries,2022-05-31,639496964893,Asia
Automated,Automated,Chargers,St. Vintage Hospital,2022-07-11,355661632404,North America
Automated,Automated,Power,Fumahol,2022-12-05,299658349770,Asia
Automated,Automated,Others,Zazzle.com,2022-05-11,559557352218,South America
Automated,Automated,Power,Axiom,2022-06-26,492499834804,North America
Automated,Automated,Chargers,St. Vintage Hospital,2023-01-14,972161129606,Asia
Automated,Automated,Power,Pix-Vue,2022-05-06,623722621429,Europe
Automated,Automated,Others,Fumahol,2022-04-03,273368576482,South America
Automated,Automated,Others,Axiom,2022-06-29,313067327977,South America
Automated,Automated,Power,Zazzle.com,2022-04-16,990128906886,North America
Automated,Automated,Lighting,St. Vintage Hospital,2022-05-28,170476236418,Europe
Automated,Automated,Lighting,AL'S,2022-06-16,570059675179,South America
Automated,Automated,Lighting,Zazzle.com,2022-04-24,442323576505,Europe
Automated,Automated,Power,Axiom,2022-12-07,668958435265,Asia
Automated,Automated,Others,St. Vintage Hospital,2023-01-30,576566609432,Europe
Automated,Automated,Lighting,Fumahol,2022-05-01,630014120925,South America
Automated,Automated,Others,St. Vintage Hospital,2022-10-22,981136451497,Asia
Automated,Automated,Others,Large Industries,2023-01-27,490075620496,Europe
Automated,Automated,Chargers,Zazzle.com,2022-10-16,260084305160,North America
Automated,Automated,Power,Axiom,2022-09-18,413210921468,South America
Automated,Automated,Chargers,Buy Yogurt,2022-09-22,394931690266,Europe
Automated,Automated,Lighting,AL'S,2022-08-14,347910978277,Europe
Automated,Automated,Others,Buy Yogurt,2023-01-01,599240509634,Asia
Automated,Automated,Others,Axiom,2022-12-19,483734737101,South America
Automated,Automated,Power,AL'S,2023-01-31,576455260257,Europe
Automated,Automated,Power,Zazzle.com,2022-06-07,785133491425,North America
Automated,Automated,Chargers,Large Industries,2023-02-05,769814612384,Asia
Automated,Automated,Power,Zazzle.com,2023-03-12,768388621127,Europe
Automated,Automated,Chargers,AL'S,2022-12-02,621340258330,South America
Automated,Automated,Others,AL'S,2023-01-12,807263156162,South America
Automated,Automated,Chargers,Fumahol,2022-11-11,817737784713,North America
Automated,Automated,Lighting,St. Vintage Hospital,2023-03-25,749006562261,Asia
Automated,Automated,Lighting,Axiom,2022-08-13,526693881496,South America
Automated,Automated,Chargers,Zazzle.com,2022-04-15,831551306970,South America
Automated,Automated,Others,St. Vintage Hospital,2023-03-20,441835201159,North America
Automated,Automated,Power,Axiom,2022-12-24,140921125155,Asia
Automated,Automated,Lighting,Large Industries,2023-03-18,116315123214,Asia
Automated,Automated,Power,Pix-Vue,2023-02-20,143467618123,Europe
Automated,Automated,Others,St. Vintage Hospital,2022-06-23,470626252595,North America
Automated,Automated,Power,AL'S,2022-10-05,522357781323,Europe
Automated,Automated,Chargers,Pix-Vue,2022-04-21,156917673408,North America
Automated,Automated,Chargers,Axiom,2023-01-09,743754617170,Asia
,Partial,Chargers,Pix-Vue,2022-05-09,831968395190,South America
Automated,Automated,Others,Buy Yogurt,2022-09-30,392913981821,Asia
Automated,Automated,Others,Zazzle.com,2023-03-04,492177256746,South America
,Partial,Chargers,Buy Yogurt,2023-03-03,559797337906,South America
Automated,Automated,Others,Fumahol,2022-11-27,375707256283,North America
Automated,Automated,Lighting,Zazzle.com,2022-11-28,857207612473,Europe
Automated,Automated,Power,St. Vintage Hospital,2023-02-17,988044998506,South America
Automated,Automated,Others,Large Industries,2022-04-01,671426465568,Asia
Automated,Automated,Power,Buy Yogurt,2022-10-03,815253143326,Europe
Automated,Automated,Lighting,Buy Yogurt,2023-01-10,461197370091,Europe
Automated,Automated,Lighting,Buy Yogurt,2022-07-29,473838171270,Europe
